,address_id,postal_code,district,region,customer_id,birthdate,gender,job_type,email_provider,flag_phone_provided,flag_privacy,customer_age,account_id,favorite_store,loyalty_type,loyatlty_status,activation_date,order_id,store_id,product_id,direction,gross_price,price_reduction,purchase_datetime,product_class
455,385332,6059,PG,UMBRIA,406505,1976-04-26,F,0,gmail.com,1.0,True,47.0,332900,9,premium,1,2022-06-02,76b0437080a6eeac853b7f26fe218477,9,33794334,1,23.6,2.36,2022-07-10 12:09:08,6
456,385332,6059,PG,UMBRIA,406505,1976-04-26,F,0,gmail.com,1.0,True,47.0,332900,9,premium,1,2022-06-02,76b0437080a6eeac853b7f26fe218477,9,34798386,1,36.0,3.6,2022-07-10 12:09:08,3
458,433014,20093,MI,LOMBARDIA,2344,1952-04-17,F,0,hotmail.it,1.0,True,71.0,387117,36,standard,1,2022-06-30,8a60e7447da42d7a1290021d0d9983c5,10,34798386,1,37.0,3.65,2023-04-11 19:56:22,3
461,385332,6059,PG,UMBRIA,406505,1976-04-26,F,0,gmail.com,1.0,True,47.0,332900,9,premium,1,2022-06-02,76b0437080a6eeac853b7f26fe218477,9,35254534,1,83.0,8.3,2022-07-10 12:09:08,7
462,385332,6059,PG,UMBRIA,406505,1976-04-26,F,0,gmail.com,1.0,True,47.0,332900,9,premium,1,2022-06-02,76b0437080a6eeac853b7f26fe218477,9,36643754,1,129.0,12.9,2022-07-10 12:09:08,7
463,385332,6059,PG,UMBRIA,406505,1976-04-26,F,0,gmail.com,1.0,True,47.0,332900,9,premium,1,2022-06-02,76b0437080a6eeac853b7f26fe218477,9,34086192,1,40.6,4.06,2022-07-10 12:09:08,3
464,385332,6059,PG,UMBRIA,406505,1976-04-26,F,0,gmail.com,1.0,True,47.0,332900,9,premium,1,2022-06-02,76b0437080a6eeac853b7f26fe218477,9,34086381,1,10.42,1.8,2022-07-10 12:09:08,3
466,287938,10154,TO,PIEMONTE,308545,1983-12-10,M,0,gmail.com,1.0,True,39.0,280415,2,premium,1,2022-05-08,56fced3a258b36de7e517379c5203600,2,34086381,1,5.69,0.0,2022-08-04 10:45:49,3
469,385332,6059,PG,UMBRIA,406505,1976-04-26,F,0,gmail.com,1.0,True,47.0,332900,9,premium,1,2022-06-02,76b0437080a6eeac853b7f26fe218477,9,33886545,1,19.8,1.98,2022-07-10 12:09:08,6
470,385332,6059,PG,UMBRIA,406505,1976-04-26,F,0,gmail.com,1.0,True,47.0,332900,9,premium,1,2022-06-02,76b0437080a6eeac853b7f26fe218477,9,35782894,1,141.44,28.4,2022-07-10 12:09:08,6
472,385332,6059,PG,UMBRIA,406505,1976-04-26,F,0,gmail.com,1.0,True,47.0,332900,9,premium,1,2022-06-02,76b0437080a6eeac853b7f26fe218477,9,35782873,1,83.84,8.38,2022-07-10 12:09:08,6
473,385332,6059,PG,UMBRIA,406505,1976-04-26,F,0,gmail.com,1.0,True,47.0,332900,9,premium,1,2022-06-02,a8d015b3fb29d13027d04c685fda3b32,9,35782873,1,230.56,23.06,2022-09-19 11:29:10,6
474,385332,6059,PG,UMBRIA,406505,1976-04-26,F,0,gmail.com,1.0,True,47.0,332900,9,premium,1,2022-06-02,76b0437080a6eeac853b7f26fe218477,9,35745073,1,70.0,7.0,2022-07-10 12:09:08,7
475,385332,6059,PG,UMBRIA,406505,1976-04-26,F,0,gmail.com,1.0,True,47.0,332900,9,premium,1,2022-06-02,76b0437080a6eeac853b7f26fe218477,9,36540042,1,170.0,17.0,2022-07-10 12:09:08,7
476,385332,6059,PG,UMBRIA,406505,1976-04-26,F,0,gmail.com,1.0,True,47.0,332900,9,premium,1,2022-06-02,3e80f471da895e4703c1e9cf16102152,9,81250869,1,141.05,14.11,2022-07-13 12:54:38,6
477,385332,6059,PG,UMBRIA,406505,1976-04-26,F,0,gmail.com,1.0,True,47.0,332900,9,premium,1,2022-06-02,eb7644c04bbdc9c8d25c620b6d9a2ce1,9,35654276,1,6.99,0.0,2022-08-26 15:54:15,13
478,385332,6059,PG,UMBRIA,406505,1976-04-26,F,0,gmail.com,1.0,True,47.0,332900,9,premium,1,2022-06-02,eb7644c04bbdc9c8d25c620b6d9a2ce1,9,36264802,1,29.9,0.0,2022-08-26 15:54:15,13
479,385332,6059,PG,UMBRIA,406505,1976-04-26,F,0,gmail.com,1.0,True,47.0,332900,9,premium,1,2022-06-02,ede0627df11644e50dacaf0cee354fbf,9,35903301,1,11.8,1.18,2022-09-13 07:51:52,6
480,79553,36015,VI,VENETO,93263,1979-07-22,F,0,mail.ru,1.0,True,43.0,321490,5,premium,1,2022-05-27,ca50787e4210bde96715b43e3b1e1a64,5,35903301,1,11.8,0.0,2022-08-24 17:14:16,6
481,79553,36015,VI,VENETO,93263,1979-07-22,F,0,mail.ru,1.0,True,43.0,321490,5,premium,1,2022-05-27,ec36eacff98c9d8c1b1f7bd7df933ce6,5,35903301,1,11.8,0.0,2022-09-23 16:17:40,6
482,385332,6059,PG,UMBRIA,406505,1976-04-26,F,0,gmail.com,1.0,True,47.0,332900,9,premium,1,2022-06-02,ede0627df11644e50dacaf0cee354fbf,9,32840766,1,52.94,5.29,2022-09-13 07:51:52,6
483,385332,6059,PG,UMBRIA,406505,1976-04-26,F,0,gmail.com,1.0,True,47.0,332900,9,premium,1,2022-06-02,ede0627df11644e50dacaf0cee354fbf,9,33794341,1,30.6,3.06,2022-09-13 07:51:52,6
484,385332,6059,PG,UMBRIA,406505,1976-04-26,F,0,gmail.com,1.0,True,47.0,332900,9,premium,1,2022-06-02,38f74b36940c196ea62425b0cdf1350c,9,35860104,1,4.9,0.0,2023-04-26 16:27:51,4
485,330898,20100,MI,LOMBARDIA,352089,1976-09-12,M,0,gmail.com,1.0,True,46.0,270097,32,standard,1,2022-05-04,e3c135a2697f80e9c35c7dc0f37d8e27,32,33421675,1,2.6,0.0,2022-05-11 11:31:46,10
486,17301,47814,RN,EMILIA ROMAGNA,20211,1990-01-06,F,0,libero.it,1.0,True,33.0,364363,24,standard,1,2022-06-17,b60d00c10d924924b0f8df3f3d6ebc55,24,33421675,1,2.6,0.0,2022-10-11 19:36:18,10
490,330898,20100,MI,LOMBARDIA,352089,1976-09-12,M,0,gmail.com,1.0,True,46.0,270097,32,standard,1,2022-05-04,e3c135a2697f80e9c35c7dc0f37d8e27,32,32756003,1,6.75,0.0,2022-05-11 11:31:46,11
491,330898,20100,MI,LOMBARDIA,352089,1976-09-12,M,0,gmail.com,1.0,True,46.0,270097,32,standard,1,2022-05-04,f9cf526caf7b6145fa5f9fb71aa5d838,32,34367753,1,14.9,0.0,2022-07-17 15:28:03,7
492,330898,20100,MI,LOMBARDIA,352089,1976-09-12,M,0,gmail.com,1.0,True,46.0,270097,32,standard,1,2022-05-04,f9cf526caf7b6145fa5f9fb71aa5d838,32,36216306,1,4.9,0.0,2022-07-17 15:28:03,4
493,395966,20139,MI,LOMBARDIA,417080,1958-12-01,M,0,gmail.com,1.0,True,64.0,344774,30,standard,1,2022-06-08,83868977e2630a025d3baf1b1bd1008f,30,33348826,1,2.99,0.0,2023-01-04 17:38:12,11
500,395966,20139,MI,LOMBARDIA,417080,1958-12-01,M,0,gmail.com,1.0,True,64.0,344774,30,standard,1,2022-06-08,83868977e2630a025d3baf1b1bd1008f,30,34504715,1,1.78,0.0,2023-01-04 17:38:12,14
507,395966,20139,MI,LOMBARDIA,417080,1958-12-01,M,0,gmail.com,1.0,True,64.0,344774,30,standard,1,2022-06-08,83868977e2630a025d3baf1b1bd1008f,30,81259511,1,14.9,0.0,2023-01-04 17:38:12,13
514,395966,20139,MI,LOMBARDIA,417080,1958-12-01,M,0,gmail.com,1.0,True,64.0,344774,30,standard,1,2022-06-08,83868977e2630a025d3baf1b1bd1008f,30,30809730,1,10.98,0.0,2023-01-04 17:38:12,14
521,416633,74019,TA,PUGLIA,658,1978-09-01,M,0,tiscali.it,1.0,False,44.0,368251,1,standard,1,2022-06-20,ef0520a823616d3d3c440167f677e6dc,46,30809730,1,5.49,0.0,2022-07-21 13:34:28,14
522,395966,20139,MI,LOMBARDIA,417080,1958-12-01,M,0,gmail.com,1.0,True,64.0,344774,30,standard,1,2022-06-08,83868977e2630a025d3baf1b1bd1008f,30,81259474,1,8.97,0.0,2023-01-04 17:38:12,13
529,395966,20139,MI,LOMBARDIA,417080,1958-12-01,M,0,gmail.com,1.0,True,64.0,344774,30,standard,1,2022-06-08,a6bda7debb03c4c247bc28e133dedd77,30,32483780,1,14.0,0.0,2023-02-25 10:59:25,2
536,157105,20847,MB,LOMBARDIA,173764,1981-07-10,M,0,hotmail.it,1.0,True,41.0,73708,34,standard,1,2022-02-06,cde117875336b41b5c8e2586ca900660,34,32483780,1,14.0,0.0,2022-08-16 16:21:57,2
537,677496,50058,FI,TOSCANA,693062,1971-10-17,M,0,hotmail.com,1.0,True,51.0,698592,47,premium,1,2022-12-06,9fd180253cefb2e50abd660ef185e6fa,47,34841373,1,7.95,0.79,2023-01-18 08:38:46,1
544,677496,50058,FI,TOSCANA,693062,1971-10-17,M,0,hotmail.com,1.0,True,51.0,698592,47,premium,1,2022-12-06,9fd180253cefb2e50abd660ef185e6fa,47,32149131,1,239.8,23.98,2023-01-18 08:38:46,11
551,430731,30171,VE,VENETO,451758,1980-01-22,M,0,libero.it,1.0,True,43.0,384262,44,business standard,1,2022-06-28,d17f63657f83a492955cdf6141766e53,44,32149131,1,12.49,0.0,2023-04-25 10:55:53,11
558,677496,50058,FI,TOSCANA,693062,1971-10-17,M,0,hotmail.com,1.0,True,51.0,698592,47,premium,1,2022-12-06,9fd180253cefb2e50abd660ef185e6fa,47,34584102,1,20.8,2.08,2023-01-18 08:38:46,1
565,657419,20822,MB,LOMBARDIA,672955,1959-07-28,F,0,unimi.it,1.0,True,63.0,635511,15,standard,1,2022-11-08,1bf8aab447f18a87be7130a4e34ef899,15,34584102,1,2.6,0.25,2022-11-22 17:41:34,1
570,677496,50058,FI,TOSCANA,693062,1971-10-17,M,0,hotmail.com,1.0,True,51.0,698592,47,premium,1,2022-12-06,9fd180253cefb2e50abd660ef185e6fa,47,36002743,1,62.37,3.0,2023-01-18 08:38:46,6
584,677496,50058,FI,TOSCANA,693062,1971-10-17,M,0,hotmail.com,1.0,True,51.0,698592,47,premium,1,2022-12-06,9fd180253cefb2e50abd660ef185e6fa,47,36572333,1,18.5,1.85,2023-01-18 08:38:46,2
591,37814,124,RM,LAZIO,45132,1976-11-22,F,0,gmail.com,1.0,True,46.0,230016,39,standard,1,2022-04-15,2b2323745de9ecfbf1e2eab39eb4953f,39,36572333,1,3.7,0.0,2022-10-17 09:09:00,2
592,677496,50058,FI,TOSCANA,693062,1971-10-17,M,0,hotmail.com,1.0,True,51.0,698592,47,premium,1,2022-12-06,9fd180253cefb2e50abd660ef185e6fa,47,36241380,1,679.6,67.96,2023-01-18 08:38:46,2
599,677496,50058,FI,TOSCANA,693062,1971-10-17,M,0,hotmail.com,1.0,True,51.0,698592,47,premium,1,2022-12-06,9fd180253cefb2e50abd660ef185e6fa,47,36572284,1,40.7,4.07,2023-01-18 08:38:46,2
606,37814,124,RM,LAZIO,45132,1976-11-22,F,0,gmail.com,1.0,True,46.0,230016,39,standard,1,2022-04-15,2b2323745de9ecfbf1e2eab39eb4953f,39,36572284,1,8.14,0.0,2022-10-17 09:09:00,2
607,677496,50058,FI,TOSCANA,693062,1971-10-17,M,0,hotmail.com,1.0,True,51.0,698592,47,premium,1,2022-12-06,9fd180253cefb2e50abd660ef185e6fa,47,35998025,1,89.5,8.95,2023-01-18 08:38:46,10
614,444543,10051,TO,PIEMONTE,465602,1983-01-26,M,0,virgilio.it,1.0,True,40.0,400006,21,standard,1,2022-07-07,4a9e8430648908846576b48d161092e9,21,35998025,1,35.8,0.0,2022-07-07 16:45:57,10
615,677496,50058,FI,TOSCANA,693062,1971-10-17,M,0,hotmail.com,1.0,True,51.0,698592,47,premium,1,2022-12-06,aef73aea81a1433ff146775165b147f2,47,48020504,1,310.6,13.6,2023-01-18 08:40:38,2
619,677496,50058,FI,TOSCANA,693062,1971-10-17,M,0,hotmail.com,1.0,True,51.0,698592,47,premium,1,2022-12-06,26fb670a53a63ed5949dd95631ecf56b,47,48020504,1,156.0,156.0,2023-03-20 19:02:21,2
671,680431,70125,BA,PUGLIA,696001,1981-12-13,F,0,hotmail.it,0.0,True,41.0,661147,26,standard,1,2022-11-20,417f539d79fdc781ac08eb3f4fe06698,26,48020504,1,166.25,0.1,2023-03-15 08:32:00,2
675,444543,10051,TO,PIEMONTE,465602,1983-01-26,M,0,virgilio.it,1.0,True,40.0,400006,21,standard,1,2022-07-07,8c1fc9f0743285ec65368c3d8ac72396,21,48020504,1,1.0,1.0,2022-07-13 15:41:11,2
679,37814,124,RM,LAZIO,45132,1976-11-22,F,0,gmail.com,1.0,True,46.0,230016,39,standard,1,2022-04-15,2b2323745de9ecfbf1e2eab39eb4953f,39,48020504,1,60.0,0.0,2022-10-17 09:09:00,2
682,677496,50058,FI,TOSCANA,693062,1971-10-17,M,0,hotmail.com,1.0,True,51.0,698592,47,premium,1,2022-12-06,f3e8749bb13f1a4e4499a08834121dec,47,33120381,1,7.1,0.0,2023-01-31 12:51:51,10
689,677496,50058,FI,TOSCANA,693062,1971-10-17,M,0,hotmail.com,1.0,True,51.0,698592,47,premium,1,2022-12-06,4e38c0f4bc8a0a0349d70b64fe8f07f6,47,33995773,1,4.99,0.0,2023-02-08 13:00:21,11
696,232399,84091,SA,CAMPANIA,251068,1981-11-22,F,0,gmail.com,1.0,True,41.0,159528,3,standard,1,2022-03-15,4e48d050d8d509c2ca8671a662d27a0f,3,33995773,1,4.9,0.49,2022-11-11 14:23:23,11
700,677496,50058,FI,TOSCANA,693062,1971-10-17,M,0,hotmail.com,1.0,True,51.0,698592,47,premium,1,2022-12-06,f7ec0672d8e8a959003d133dfefa33a2,47,35609266,1,1.0,0.0,2023-02-23 13:40:39,3
707,677496,50058,FI,TOSCANA,693062,1971-10-17,M,0,hotmail.com,1.0,True,51.0,698592,47,premium,1,2022-12-06,f7ec0672d8e8a959003d133dfefa33a2,47,35932141,1,1.15,0.0,2023-02-23 13:40:39,3
714,677496,50058,FI,TOSCANA,693062,1971-10-17,M,0,hotmail.com,1.0,True,51.0,698592,47,premium,1,2022-12-06,eb3110d8f8dfdeb274c6f6607aad8d03,47,35880103,1,1.95,0.19,2023-03-29 18:39:13,4
721,677496,50058,FI,TOSCANA,693062,1971-10-17,M,0,hotmail.com,1.0,True,51.0,698592,47,premium,1,2022-12-06,eb3110d8f8dfdeb274c6f6607aad8d03,47,31419136,1,0.98,0.1,2023-03-29 18:39:13,3
728,677496,50058,FI,TOSCANA,693062,1971-10-17,M,0,hotmail.com,1.0,True,51.0,698592,47,premium,1,2022-12-06,eb3110d8f8dfdeb274c6f6607aad8d03,47,36302525,1,43.98,4.4,2023-03-29 18:39:13,12
735,677496,50058,FI,TOSCANA,693062,1971-10-17,M,0,hotmail.com,1.0,True,51.0,698592,47,premium,1,2022-12-06,eb3110d8f8dfdeb274c6f6607aad8d03,47,34879572,1,59.98,6.0,2023-03-29 18:39:13,12
742,34055,56123,PI,TOSCANA,40587,1983-05-15,M,0,gmail.com,1.0,True,40.0,744119,19,standard,1,2023-01-09,86ff62615f2c0bf2dc7ee740eddb7cf8,19,34879572,1,59.98,0.0,2023-01-13 10:17:21,12
743,677496,50058,FI,TOSCANA,693062,1971-10-17,M,0,hotmail.com,1.0,True,51.0,698592,47,premium,1,2022-12-06,71ca5a1e2139bf69101c28d4b3942712,47,32424644,1,4.95,0.49,2023-04-20 10:38:51,9
750,677496,50058,FI,TOSCANA,693062,1971-10-17,M,0,hotmail.com,1.0,True,51.0,698592,47,premium,1,2022-12-06,71ca5a1e2139bf69101c28d4b3942712,47,36158234,1,49.99,5.01,2023-04-20 10:38:51,14
757,677496,50058,FI,TOSCANA,693062,1971-10-17,M,0,hotmail.com,1.0,True,51.0,698592,47,premium,1,2022-12-06,84ef52819a57cb6b1231b4dda137464b,47,33938751,1,3.6,0.0,2023-04-23 12:50:27,3
764,677496,50058,FI,TOSCANA,693062,1971-10-17,M,0,hotmail.com,1.0,True,51.0,698592,47,premium,1,2022-12-06,84ef52819a57cb6b1231b4dda137464b,47,35881986,1,1.19,0.0,2023-04-23 12:50:27,3
771,430731,30171,VE,VENETO,451758,1980-01-22,M,0,libero.it,1.0,True,43.0,384262,44,business standard,1,2022-06-28,d99900a3daa5b5d332efbb076680f47f,44,35947702,1,2.0,0.0,2022-10-05 18:54:45,10
778,28699,20861,MB,LOMBARDIA,34088,1979-04-23,F,self-employed,gmail.com,1.0,True,44.0,44903,36,premium,1,2022-01-24,de312e6526a9993918f3de24bae6722e,36,35947702,1,2.0,0.0,2022-07-12 19:05:55,10
782,232399,84091,SA,CAMPANIA,251068,1981-11-22,F,0,gmail.com,1.0,True,41.0,159528,3,standard,1,2022-03-15,4e48d050d8d509c2ca8671a662d27a0f,3,35947702,1,2.0,0.2,2022-11-11 14:23:23,10
786,430731,30171,VE,VENETO,451758,1980-01-22,M,0,libero.it,1.0,True,43.0,384262,44,business standard,1,2022-06-28,f5217f9203de5a1da5f9e343bc8f92d8,44,35957250,1,6.2,0.0,2023-04-23 18:29:40,3
793,430731,30171,VE,VENETO,451758,1980-01-22,M,0,libero.it,1.0,True,43.0,384262,44,business standard,1,2022-06-28,f5217f9203de5a1da5f9e343bc8f92d8,44,35472815,1,2.4,0.0,2023-04-23 18:29:40,12
800,186141,31100,TV,VENETO,203601,1970-01-14,M,0,gmail.com,1.0,True,53.0,106424,22,standard,1,2022-02-21,b3a00865b730233a1dabcf160084d163,22,35472815,1,2.2,0.0,2022-05-11 16:06:16,12
807,430731,30171,VE,VENETO,451758,1980-01-22,M,0,libero.it,1.0,True,43.0,384262,44,business standard,1,2022-06-28,d17f63657f83a492955cdf6141766e53,44,34339382,1,1.49,0.0,2023-04-25 10:55:53,11
814,284025,21012,VA,LOMBARDIA,304480,1983-02-14,F,0,gmail.com,1.0,True,40.0,217796,49,premium,1,2022-04-10,de13f73a7893d69bfe7fcfa42fe8c2a1,49,81250370,1,420.42,0.0,2022-07-06 18:21:20,6
821,284025,21012,VA,LOMBARDIA,304480,1983-02-14,F,0,gmail.com,1.0,True,40.0,217796,49,premium,1,2022-04-10,a68d3e48e82e88f05d4d4ff41e858288,49,34420631,1,7.04,0.0,2022-10-16 12:45:44,8
828,284025,21012,VA,LOMBARDIA,304480,1983-02-14,F,0,gmail.com,1.0,True,40.0,217796,49,premium,1,2022-04-10,a68d3e48e82e88f05d4d4ff41e858288,49,34420673,1,2.85,0.0,2022-10-16 12:45:44,8
835,284025,21012,VA,LOMBARDIA,304480,1983-02-14,F,0,gmail.com,1.0,True,40.0,217796,49,premium,1,2022-04-10,2bac8f4d24f040b356b3ef12bfefdf74,49,34584732,1,3.3,0.0,2022-11-28 09:38:38,8
842,284025,21012,VA,LOMBARDIA,304480,1983-02-14,F,0,gmail.com,1.0,True,40.0,217796,49,premium,1,2022-04-10,bdeb188eb6f4b7b728d6e7afb2166a9b,49,81274749,1,50.9,0.0,2022-11-28 10:12:01,1
849,284025,21012,VA,LOMBARDIA,304480,1983-02-14,F,0,gmail.com,1.0,True,40.0,217796,49,premium,1,2022-04-10,c3f6960d9faa94539e3de09223b8d1bb,49,35439124,1,4.25,0.0,2023-02-19 19:53:51,3
856,284025,21012,VA,LOMBARDIA,304480,1983-02-14,F,0,gmail.com,1.0,True,40.0,217796,49,premium,1,2022-04-10,c3f6960d9faa94539e3de09223b8d1bb,49,36085462,1,3.9,0.0,2023-02-19 19:53:51,4
863,625158,148,RM,LAZIO,640999,1974-07-11,F,0,hotmail.it,1.0,True,48.0,635657,33,premium,1,2022-11-08,09004fe9c2861a39bae40fabe0e8b89f,33,34399050,1,9.98,0.0,2022-11-08 19:07:12,12
864,625158,148,RM,LAZIO,640999,1974-07-11,F,0,hotmail.it,1.0,True,48.0,635657,33,premium,1,2022-11-08,4ae2cf36822dbbab15dda6d4c08bd8e0,33,34399050,-1,-9.98,0.0,2022-11-11 19:45:52,12
877,625158,148,RM,LAZIO,640999,1974-07-11,F,0,hotmail.it,1.0,True,48.0,635657,33,premium,1,2022-11-08,09004fe9c2861a39bae40fabe0e8b89f,33,33724201,1,19.98,0.0,2022-11-08 19:07:12,12
884,625158,148,RM,LAZIO,640999,1974-07-11,F,0,hotmail.it,1.0,True,48.0,635657,33,premium,1,2022-11-08,4128229aba822462c8e8c26ea15d4500,33,32882024,1,1.0,0.0,2022-11-08 19:09:03,10
891,232399,84091,SA,CAMPANIA,251068,1981-11-22,F,0,gmail.com,1.0,True,41.0,159528,3,standard,1,2022-03-15,7f2db96ca190d8589676553b6094f9f6,3,32882024,1,1.0,0.1,2022-11-11 14:19:58,10
895,79553,36015,VI,VENETO,93263,1979-07-22,F,0,mail.ru,1.0,True,43.0,321490,5,premium,1,2022-05-27,c7917eb830c4a33034fbad9980c7ea57,5,32882024,1,1.0,0.0,2022-11-18 15:48:53,10
896,625158,148,RM,LAZIO,640999,1974-07-11,F,0,hotmail.it,1.0,True,48.0,635657,33,premium,1,2022-11-08,c825e2a78b329c711bce5119b19cfdba,33,31618300,1,3.95,0.39,2022-11-25 13:13:32,3
903,625158,148,RM,LAZIO,640999,1974-07-11,F,0,hotmail.it,1.0,True,48.0,635657,33,premium,1,2022-11-08,c825e2a78b329c711bce5119b19cfdba,33,31618321,1,31.8,3.18,2022-11-25 13:13:32,3
910,625158,148,RM,LAZIO,640999,1974-07-11,F,0,hotmail.it,1.0,True,48.0,635657,33,premium,1,2022-11-08,c825e2a78b329c711bce5119b19cfdba,33,36284913,1,2.99,0.3,2022-11-25 13:13:32,12
917,625158,148,RM,LAZIO,640999,1974-07-11,F,0,hotmail.it,1.0,True,48.0,635657,33,premium,1,2022-11-08,34f711f4f390bd219547a71ea59117f0,33,82040488,1,9.99,5.0,2022-12-29 13:20:20,12
945,625158,148,RM,LAZIO,640999,1974-07-11,F,0,hotmail.it,1.0,True,48.0,635657,33,premium,1,2022-11-08,34f711f4f390bd219547a71ea59117f0,33,32388986,1,2.65,0.0,2022-12-29 13:20:20,3
952,649299,118,0,0,664885,1984-06-06,M,0,hotmail.it,1.0,True,39.0,626490,1,standard,1,2022-11-04,7d89115101d5bc995842bfdb6abaea5f,37,36566425,1,6.9,1.91,2023-04-08 18:15:38,11
959,680431,70125,BA,PUGLIA,696001,1981-12-13,F,0,hotmail.it,0.0,True,41.0,661147,26,standard,1,2022-11-20,417f539d79fdc781ac08eb3f4fe06698,26,34067341,1,1.99,0.0,2023-03-15 08:32:00,11
960,680431,70125,BA,PUGLIA,696001,1981-12-13,F,0,hotmail.it,0.0,True,41.0,661147,26,standard,1,2022-11-20,417f539d79fdc781ac08eb3f4fe06698,26,36587236,1,3.99,0.0,2023-03-15 08:32:00,11
961,680431,70125,BA,PUGLIA,696001,1981-12-13,F,0,hotmail.it,0.0,True,41.0,661147,26,standard,1,2022-11-20,417f539d79fdc781ac08eb3f4fe06698,26,35765352,1,12.9,0.01,2023-03-15 08:32:00,10
962,680431,70125,BA,PUGLIA,696001,1981-12-13,F,0,hotmail.it,0.0,True,41.0,661147,26,standard,1,2022-11-20,417f539d79fdc781ac08eb3f4fe06698,26,35615244,1,2.49,0.01,2023-03-15 08:32:00,11
963,665046,20010,MI,LOMBARDIA,680604,1980-01-29,F,0,0,0.0,True,43.0,647899,17,premium,1,2022-11-14,c006b8652d5be4243a484de26336aeea,16,36328831,1,549.5,0.0,2023-01-16 15:32:37,13
983,408167,20090,MI,LOMBARDIA,429286,1988-03-09,F,0,gmail.com,1.0,True,35.0,358664,43,premium,1,2022-06-15,2622ab281b582fe470ffc2d419c9b5da,43,35918470,1,5.99,0.0,2022-06-15 15:47:02,11
1008,408167,20090,MI,LOMBARDIA,429286,1988-03-09,F,0,gmail.com,1.0,True,35.0,358664,43,premium,1,2022-06-15,e12e823fde4830bbba4827a8df6b0a8b,43,36568791,1,21.0,0.0,2022-07-08 15:24:51,2
1033,301259,84014,SA,CAMPANIA,322448,1985-03-11,F,0,libero.it,1.0,True,38.0,236765,3,standard,1,2022-04-19,2defefa5469bbda39dee4dedf13528af,3,35861112,1,8.97,0.0,2023-04-02 14:49:27,14
1038,301259,84014,SA,CAMPANIA,322448,1985-03-11,F,0,libero.it,1.0,True,38.0,236765,3,standard,1,2022-04-19,2defefa5469bbda39dee4dedf13528af,3,36604596,1,6.9,0.0,2023-04-02 14:49:27,4
1043,301259,84014,SA,CAMPANIA,322448,1985-03-11,F,0,libero.it,1.0,True,38.0,236765,3,standard,1,2022-04-19,2defefa5469bbda39dee4dedf13528af,3,36501640,1,0.9,0.0,2023-04-02 14:49:27,7
1048,668651,80053,0,CAMPANIA,684219,1980-07-21,M,0,gmail.com,1.0,True,42.0,648141,3,standard,1,2022-11-14,11444e8304c770cbce7575db9c6231b2,3,34332802,1,26.4,0.0,2022-12-01 09:26:28,7
1049,232399,84091,SA,CAMPANIA,251068,1981-11-22,F,0,gmail.com,1.0,True,41.0,159528,3,standard,1,2022-03-15,685649cd9f5667de454e991d5ed7187c,3,34332802,1,26.4,2.64,2022-05-04 09:53:05,7
1053,668651,80053,0,CAMPANIA,684219,1980-07-21,M,0,gmail.com,1.0,True,42.0,648141,3,standard,1,2022-11-14,e66f8a00f0331f3798b652aaccc29eaa,3,36591044,1,3.0,0.0,2023-02-13 13:42:45,10
1054,733954,74021,TA,PUGLIA,749375,1984-06-12,M,0,gmail.com,1.0,True,39.0,721065,31,standard,1,2022-12-20,d0d1351623d77c248c9e7235346ae2b3,31,36245776,1,17.98,0.0,2022-12-20 18:15:51,13
1055,733954,74021,TA,PUGLIA,749375,1984-06-12,M,0,gmail.com,1.0,True,39.0,721065,31,standard,1,2022-12-20,35966a4afb9720e06a36c61960d0d538,31,81259558,1,19.99,0.0,2023-01-27 18:13:39,13
1056,733954,74021,TA,PUGLIA,749375,1984-06-12,M,0,gmail.com,1.0,True,39.0,721065,31,standard,1,2022-12-20,f0a57ead827512d840600e844789faa9,31,36531180,1,9.85,0.0,2023-02-10 17:27:11,3
1057,28699,20861,MB,LOMBARDIA,34088,1979-04-23,F,self-employed,gmail.com,1.0,True,44.0,44903,36,premium,1,2022-01-24,ddc908388dd381084938935aa1674d05,10,31407824,1,3.2,0.0,2022-05-14 18:53:06,9
1061,28699,20861,MB,LOMBARDIA,34088,1979-04-23,F,self-employed,gmail.com,1.0,True,44.0,44903,36,premium,1,2022-01-24,60b9da941101eb676cc7cb895320e510,10,32591321,1,2.55,0.56,2022-05-14 18:54:08,9
1065,211837,20135,MI,LOMBARDIA,229985,1985-03-12,M,0,tiscali.it,1.0,True,38.0,135764,43,standard,1,2022-03-05,8cf71d58cf56c39b3cc0de550629fc60,10,32591321,1,5.1,1.12,2022-05-13 12:09:47,9
1068,28699,20861,MB,LOMBARDIA,34088,1979-04-23,F,self-employed,gmail.com,1.0,True,44.0,44903,36,premium,1,2022-01-24,79af49ff751bb26775b43975fb372590,36,36256283,1,16.99,0.0,2022-06-02 11:25:53,13
1072,28699,20861,MB,LOMBARDIA,34088,1979-04-23,F,self-employed,gmail.com,1.0,True,44.0,44903,36,premium,1,2022-01-24,79af49ff751bb26775b43975fb372590,36,36265341,1,28.0,0.0,2022-06-02 11:25:53,13
1076,28699,20861,MB,LOMBARDIA,34088,1979-04-23,F,self-employed,gmail.com,1.0,True,44.0,44903,36,premium,1,2022-01-24,79af49ff751bb26775b43975fb372590,36,32075505,1,5.99,0.0,2022-06-02 11:25:53,5
